"","ID","Age","Gender","Education","CogSci","CPI_native","CPI_current","NativeCountry","CurrentCountry","Years_Current","d_condition","d_data","q_condition","q_data","f_condition","f_data"
"2:599","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face14","1"
"2:600","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face14","3"
"2:601","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face14","5"
"2:602","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face14","5"
"2:603","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face14","2"
"2:604","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face14","3"
"2:605","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face14","1"
"2:606","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face14","1"
"2:607","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face14","2"
"2:608","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face14","5"
"2:609","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face14","4"
"2:610","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face14","4"
"2:611","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face14","5"
"2:612","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face14","2"
"2:613","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face14","4"
"2:614","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face14","4"
"2:615","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face14","6"
"2:616","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face14","3"
"2:617","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face14","4"
"2:618","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face14","4"
"2:619","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face14","5"
"2:620","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face14","1"
"2:621","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face14","3"
"2:622","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face14","2"
"2:623","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face14","3"
"2:624","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face14","3"
"2:625","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face14","3"
"2:626","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face14","2"
"2:627","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face14","4"
"2:628","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face14","3"
"2:629","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face14","3"
"2:630","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face14","5"
"2:631","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face15","4"
"2:632","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face15","3"
"2:633","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face15","2"
"2:634","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face15","5"
"2:635","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face15","2"
"2:636","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face15","4"
"2:637","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face15","6"
"2:638","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face15","4"
"2:639","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face15","4"
"2:640","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face15","3"
"2:641","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face15","2"
"2:642","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face15","4"
"2:643","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face15","1"
"2:644","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face15","2"
"2:645","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face15","4"
"2:646","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face15","2"
"2:647","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face15","4"
"2:648","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face15","3"
"2:649","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face15","4"
"2:650","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face15","4"
"2:651","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face15","2"
"2:652","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face15","4"
"2:653","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face15","2"
"2:654","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face15","6"
"2:655","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face15","5"
"2:656","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face15","4"
"2:657","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face15","2"
"2:658","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face15","4"
"2:659","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face15","4"
"2:660","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face15","4"
"2:661","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face15","3"
"2:662","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face15","3"
"2:663","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face15","4"
"2:664","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face15","5"
"2:665","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face15","1"
"2:666","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face15","6"
"2:667","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face15","5"
"2:668","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face15","4"
"2:669","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face15","4"
"2:670","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face15","3"
"2:671","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face15","4"
"2:672","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face15","4"
"2:673","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face15","3"
"2:674","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face15","2"
"2:675","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face15","3"
"2:676","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face16","3"
"2:677","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face16","4"
"2:678","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face16","4"
"2:679","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face16","5"
"2:680","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face16","1"
"2:681","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face16","5"
"2:682","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face16","6"
"2:683","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face16","5"
"2:684","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face16","5"
"2:685","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face16","3"
"2:686","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face16","2"
"2:687","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face16","5"
"2:688","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face16","3"
"2:689","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face16","3"
"2:690","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face16","4"
"2:691","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face16","4"
"2:692","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face16","4"
"2:693","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face16","3"
"2:694","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face16","4"
"2:695","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face16","5"
"2:696","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face16","2"
"2:697","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face16","2"
"2:698","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face16","3"
"2:699","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face16","6"
"2:700","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face16","5"
"2:701","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face16","4"
"2:702","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face16","4"
"2:703","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face16","4"
"2:704","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face16","4"
"2:705","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face16","6"
"2:706","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face16","3"
"2:707","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face16","4"
"2:708","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face16","4"
"2:709","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face16","4"
"2:710","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face16","4"
"2:711","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face16","5"
"2:712","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face16","5"
"2:713","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face16","4"
"2:714","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face16","3"
"2:715","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face16","3"
"2:716","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face16","4"
"2:717","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face16","5"
"2:718","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face16","3"
"2:719","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face16","2"
"2:720","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face16","4"
"2:721","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face17","3"
"2:722","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face17","2"
"2:723","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face17","5"
"2:724","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face17","4"
"2:725","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face17","3"
"2:726","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face17","5"
"2:727","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face17","6"
"2:728","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face17","6"
"2:729","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face17","4"
"2:730","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face17","4"
"2:731","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face17","2"
"2:732","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face17","5"
"2:733","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face17","1"
"2:734","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face17","4"
"2:735","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face17","4"
"2:736","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face17","5"
"2:737","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face17","5"
"2:738","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face17","4"
"2:739","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face17","6"
"2:740","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face17","1"
"2:741","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face17","4"
"2:742","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face17","2"
"2:743","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face17","4"
"2:744","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face17","6"
"2:745","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face17","5"
"2:746","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face17","4"
"2:747","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face17","4"
"2:748","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face17","4"
"2:749","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face17","4"
"2:750","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face17","6"
"2:751","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face17","3"
"2:752","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face17","4"
"2:753","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face17","4"
"2:754","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face17","5"
"2:755","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face17","3"
"2:756","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face17","3"
"2:757","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face17","5"
"2:758","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face17","5"
"2:759","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face17","4"
"2:760","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face17","3"
"2:761","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face17","4"
"2:762","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face17","4"
"2:763","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face17","4"
"2:764","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face17","3"
"2:765","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face17","5"
"2:766","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face18","3"
"2:767","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face18","5"
"2:768","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face18","6"
"2:769","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face18","3"
"2:770","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face18","4"
"2:771","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face18","6"
"2:772","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face18","6"
"2:773","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face18","4"
"2:774","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face18","5"
"2:775","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face18","5"
"2:776","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face18","2"
"2:777","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face18","5"
"2:778","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face18","3"
"2:779","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face18","2"
"2:780","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face18","4"
"2:781","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face18","5"
"2:782","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face18","5"
"2:783","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face18","4"
"2:784","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face18","5"
"2:785","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face18","4"
"2:786","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face18","1"
"2:787","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face18","3"
"2:788","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face18","4"
"2:789","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face18","6"
"2:790","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face18","5"
"2:791","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face18","5"
"2:792","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face18","3"
"2:793","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face18","2"
"2:794","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face18","4"
"2:795","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face18","6"
"2:796","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face18","3"
"2:797","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face18","3"
"2:798","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face18","3"
"2:799","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face18","5"
"2:800","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face18","6"
"2:801","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face18","6"
"2:802","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face18","4"
"2:803","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face18","3"
"2:804","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face18","3"
"2:805","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face18","3"
"2:806","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face18","4"
"2:807","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face18","5"
"2:808","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face18","4"
"2:809","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face18","3"
"2:810","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face18","4"
"2:811","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face19","4"
"2:812","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face19","3"
"2:813","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face19","5"
"2:814","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face19","5"
"2:815","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face19","3"
